season,season_prefix,Referee,Games,Total fouls,Shooting,Personal,Loose ball,Personal take,Offensive charge,Offensive,Kicked ball,Technical,Defensive goaltending,Shooting block,Defensive 3 seconds,Delay of game,Personal block,Flagrant 1,Away from play,Double technical,Clear path,Double personal,Inbound foul,Delay technical,Lane violation,Jump ball violation,Flagrant 2,Hanging technical,Unsportsmanlike technical,Taunting technical,Excess timeout technical,Double lane,Too many players technical
2023,002,Eric Lewis,63,1093,490,315,99,8,22,54,24,28,12,0,9,13,0,5,3,3,0,2,0,0,0,0,1,0,2,0,0,0,0
2023,002,Evan Scott,40,542,300,120,43,6,8,37,6,5,7,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,002,Gediminas Petraitis,64,913,439,277,42,14,17,54,9,13,9,0,8,10,0,6,1,1,1,3,0,5,0,0,0,0,0,0,0,0,0
2023,002,Intae Hwang,7,70,40,16,5,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,002,J.T. Orr,49,752,385,174,62,9,21,26,17,13,10,0,10,11,0,3,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0
2023,002,JB DeRosa,64,1036,573,271,44,12,20,47,17,22,7,0,1,9,0,4,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2023,002,JD Ralls,6,95,46,28,7,0,1,8,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,002,Jacyn Goble,62,905,486,230,45,11,22,39,20,25,9,0,3,4,0,4,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2023,002,James Capers,43,580,265,177,55,11,12,16,13,6,7,0,2,6,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0
2023,002,James Williams,63,809,364,190,72,13,28,35,28,27,13,0,12,14,0,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2023,002,Jason Goldenberg,48,687,364,154,48,8,20,41,13,17,8,0,7,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2023,002,Jenna Reneau,5,54,22,23,1,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,002,Jenna Schroeder,35,455,247,117,22,6,4,20,10,9,9,0,0,3,0,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0
2023,002,John Butler,48,585,319,142,29,10,9,28,14,15,9,0,1,1,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2023,002,John Conley,36,439,228,110,20,6,14,26,6,8,9,0,1,6,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2023,002,John Goble,62,871,361,254,68,17,17,52,15,20,14,0,4,26,0,3,4,2,0,0,0,10,0,0,1,0,1,0,0,0,0
2023,002,Jonathan Sterling,47,650,284,210,45,7,16,34,16,10,8,0,2,11,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023,002,Josh Tiven,65,986,516,254,46,18,17,61,17,18,12,0,2,10,0,6,2,3,1,0,0,1,0,1,0,0,0,0,0,0,0
2023,002,Justin Van Duyne,63,864,408,222,53,14,27,62,13,25,7,0,10,8,0,2,2,0,0,0,0,2,2,1,0,0,0,0,0,0,0
2023,002,Karl Lane,64,862,399,290,27,19,22,42,13,19,8,0,6,6,0,2,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0
2023,002,Kevin Cutler,55,649,349,165,38,8,16,31,12,8,6,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,002,Kevin Scott,61,846,410,246,52,15,33,38,21,10,7,0,2,6,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,002,Lauren Holtkamp,37,512,281,128,18,6,19,19,6,14,3,0,0,11,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0
2023,002,Leon Wood,47,633,269,217,41,9,18,36,13,3,6,0,9,2,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2023,002,Marat Kogut,44,690,332,203,38,9,23,35,7,21,7,0,3,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,002,Marc Davis,61,855,453,204,33,26,14,32,24,17,13,0,8,14,0,4,1,2,1,0,0,3,0,0,3,0,0,0,0,0,0
2023,002,Mark Lindsay,34,478,239,144,21,9,11,22,9,5,5,0,4,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,002,Matt Boland,53,791,372,258,42,14,18,30,13,10,10,0,4,2,0,2,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,002,Matt Kallio,31,385,205,94,14,5,7,18,8,10,4,0,10,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,002,Matt Myers,52,767,386,233,43,18,15,40,8,3,3,0,6,8,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,002,Michael Smith,55,814,368,286,36,10,18,37,11,9,5,0,14,7,0,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023,002,Mitchell Ervin,65,1095,514,297,79,22,20,53,32,12,8,0,24,18,0,3,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0
2023,002,Mousa Dagher,44,561,252,155,38,12,11,32,12,16,12,0,3,8,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,002,Natalie Sago,62,801,449,180,35,8,19,39,14,26,11,0,1,7,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2023,002,Nate Green,36,520,277,120,37,10,8,30,10,14,2,0,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,002,Nick Buchert,61,922,446,266,48,13,20,40,17,21,16,0,9,10,0,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2023,002,Pat Fraher,62,977,524,215,48,22,24,54,26,6,5,0,23,17,0,6,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0
2023,002,Pat O'Connell,6,73,40,22,7,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,002,Phenizee Ransom,45,618,297,204,38,8,13,15,11,9,6,0,4,6,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2023,002,Ray Acosta,64,867,441,239,46,13,20,33,18,25,8,0,7,11,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,002,Robert Hussey,33,406,234,100,22,5,7,9,12,8,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,002,Rodney Mott,54,729,327,210,53,20,15,38,16,11,9,0,9,5,0,1,4,0,0,0,0,3,0,1,0,0,0,0,0,0,0
2023,002,Scott Foster,58,917,454,236,71,11,19,61,15,10,18,0,6,8,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2023,002,Scott Twardoski,49,675,331,173,41,13,13,35,18,11,5,0,6,6,0,4,4,1,0,2,0,3,1,0,0,0,1,0,0,0,0
2023,002,Scott Wall,42,640,322,175,37,9,22,29,19,8,7,0,3,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2023,002,Sean Corbin,52,797,386,252,28,16,25,29,20,8,12,0,7,5,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,002,Sean Wright,63,984,467,304,66,14,28,31,15,18,6,0,4,12,0,8,2,3,0,3,0,0,1,0,0,0,0,0,1,0,0
2023,002,Sha'Rae Mitchell,7,92,51,24,6,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,002,Simone Jelks,6,64,24,18,6,3,2,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,002,Suyash Mehta,39,537,289,122,25,9,18,28,15,8,8,0,4,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,002,Tom Washington,19,263,122,94,8,6,8,13,5,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023,002,Tony Brothers,64,1035,480,299,53,11,32,43,26,20,13,0,20,17,0,3,4,0,0,0,0,5,0,0,0,0,1,0,0,0,0
2023,002,Tre Maddox,59,751,378,182,47,16,24,41,17,19,9,0,1,11,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2023,002,Tyler Ford,63,997,526,246,66,15,16,47,12,17,13,0,10,22,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2023,002,Tyler Mirkovich,7,79,47,15,5,0,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,002,Tyler Ricks,6,74,40,24,2,1,2,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023,002,Zach Zarba,64,817,429,219,53,16,16,25,22,10,10,0,3,4,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023,002,NA,333,1097,0,0,0,0,0,1091,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2023,004,Aaron Smith,1,8,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Ben Taylor,9,126,50,45,14,2,2,6,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Bill Kennedy,12,146,72,48,4,3,3,7,3,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Brent Barnaky,1,14,7,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Brian Forte,7,88,46,22,5,2,1,4,2,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Courtney Kirkland,9,127,51,41,10,1,3,11,5,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Curtis Blair,10,133,61,53,10,0,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,David Guthrie,14,176,82,61,5,3,5,5,2,1,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Ed Malloy,8,107,49,29,5,3,2,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,004,Eric Dalen,1,11,6,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Eric Lewis,9,141,56,51,12,3,2,10,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Gediminas Petraitis,4,52,30,14,1,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,JB DeRosa,2,29,17,7,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Jacyn Goble,4,59,36,12,2,4,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,James Williams,11,147,58,46,19,4,4,10,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,John Goble,12,170,61,63,18,2,3,10,3,1,3,0,0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2023,004,Josh Tiven,12,185,93,48,13,6,3,9,4,3,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,004,Justin Van Duyne,2,32,14,9,3,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Karl Lane,5,54,26,14,5,1,0,4,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Kevin Cutler,2,14,6,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Kevin Scott,11,140,63,39,11,5,7,7,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Marc Davis,15,209,85,69,13,4,6,8,8,5,2,0,1,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2023,004,Mark Lindsay,8,84,48,24,6,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Michael Smith,1,18,9,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Mitchell Ervin,4,60,23,15,4,2,2,7,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Nick Buchert,4,47,23,13,2,1,2,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,004,Pat Fraher,5,56,30,9,3,0,2,5,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2023,004,Ray Acosta,1,21,9,5,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Rodney Mott,4,59,24,16,7,2,1,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Scott Foster,15,230,94,68,31,4,4,17,3,2,2,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,004,Sean Corbin,4,45,18,16,5,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Sean Wright,5,83,33,25,11,2,3,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Tony Brothers,13,195,86,45,13,7,5,18,6,6,3,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Tre Maddox,7,83,42,23,8,1,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,004,Tyler Ford,8,134,65,27,8,4,5,15,1,2,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,004,Zach Zarba,13,198,76,66,18,6,9,8,4,2,2,0,0,1,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2024,002,Aaron Smith,52,638,337,164,43,20,16,19,17,4,11,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Andy Nagy,39,573,304,143,42,10,3,27,10,12,11,0,1,5,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Ashley Moyer-Gleich,47,547,332,110,22,9,11,33,7,5,10,0,0,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Ben Taylor,38,600,256,167,40,9,20,44,6,18,7,0,8,9,0,4,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0
2024,002,Bill Kennedy,49,607,269,199,28,5,9,34,21,6,6,0,12,4,0,1,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,002,Biniam Maru,2,29,16,9,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Brandon Adair,33,352,181,107,19,7,8,14,5,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Brandon Schwab,29,422,228,106,17,10,7,19,6,6,5,0,9,4,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2024,002,Brent Barnaky,50,678,376,175,20,9,11,41,6,10,6,0,10,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Brent Haskill,8,109,50,34,4,0,2,6,2,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Brett Nansel,46,553,280,147,25,14,17,24,16,5,7,0,5,6,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2024,002,Brian Forte,51,626,306,175,11,11,5,59,12,17,8,0,9,5,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,002,CJ Washington,44,670,335,171,38,11,10,39,10,19,12,0,9,7,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2024,002,Che Flores,25,323,185,73,16,1,9,17,8,1,3,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,002,Clare Aubry,3,31,14,12,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Courtney Kirkland,41,565,272,143,38,14,7,41,14,4,8,0,5,9,0,0,2,1,0,2,0,0,0,1,0,2,0,0,0,0,0
2024,002,Curtis Blair,50,735,296,272,40,9,14,39,17,9,4,0,14,11,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Danielle Scott,30,377,187,108,25,6,10,26,9,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Dannica Mosher,27,357,183,95,22,2,5,18,6,11,6,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,David Guthrie,41,536,206,174,24,14,21,29,10,14,11,0,16,8,0,1,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0
2024,002,Dedric Taylor,48,640,334,164,29,10,7,37,16,9,13,0,3,12,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2024,002,Derek Richardson,32,435,231,117,21,10,15,18,4,2,7,0,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2024,002,Derrick Collins,35,403,209,126,15,7,5,24,6,1,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Ed Malloy,45,571,281,160,26,10,8,34,10,12,12,0,6,4,0,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0
2024,002,Eric Dalen,47,611,318,171,24,19,13,27,13,7,6,0,3,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Evan Scott,34,471,249,114,25,10,10,26,2,13,6,0,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024,002,Gediminas Petraitis,52,686,320,199,34,9,15,59,10,13,5,0,5,4,0,0,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0
2024,002,Intae Hwang,28,285,159,61,13,4,7,11,4,6,11,0,3,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,002,J.T. Orr,43,615,297,148,44,16,14,33,13,9,6,0,19,8,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2024,002,JB DeRosa,51,769,392,208,46,8,16,46,17,15,8,0,2,2,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0
2024,002,JD Ralls,8,109,45,43,8,1,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,002,Jacyn Goble,52,698,374,162,30,7,20,52,14,16,4,0,3,5,0,2,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0
2024,002,James Capers,35,481,210,144,49,7,13,20,7,5,9,0,2,2,0,1,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0
2024,002,James Williams,51,707,300,192,50,8,17,50,11,21,12,0,21,8,0,2,3,1,1,0,0,4,0,0,0,1,0,0,0,0,0
2024,002,Jason Goldenberg,36,487,250,100,40,6,13,36,2,19,7,0,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Jenna Reneau,7,83,40,29,5,0,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Jenna Schroeder,33,431,233,115,14,8,11,22,6,4,5,0,3,5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,002,John Butler,43,579,289,162,22,11,16,36,9,9,5,0,6,3,0,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2024,002,John Conley,28,337,184,77,21,5,6,17,10,0,6,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,John Goble,12,187,88,62,12,3,0,8,3,0,5,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Jonathan Sterling,31,438,198,119,33,5,6,36,10,5,7,0,9,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Josh Tiven,51,700,296,205,38,18,16,59,10,17,9,0,5,8,0,3,2,5,0,0,0,2,0,0,2,2,0,0,0,0,0
2024,002,Justin Van Duyne,52,735,327,194,45,14,24,66,6,17,12,0,19,5,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,002,Karl Lane,50,680,317,209,42,13,12,41,13,8,8,0,9,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Kevin Cutler,41,599,284,167,40,8,12,36,14,7,6,0,14,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
2024,002,Kevin Scott,49,658,319,200,38,16,10,23,14,17,7,0,0,7,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
2024,002,Lauren Holtkamp,15,202,117,45,7,2,4,13,3,3,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2024,002,Leon Wood,29,395,199,122,23,3,10,19,4,0,4,0,3,4,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,002,Marat Kogut,45,657,284,223,28,9,18,44,12,12,6,0,8,4,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,002,Marc Davis,48,590,278,157,20,26,10,32,12,6,16,0,3,11,0,1,2,2,1,0,0,1,1,1,1,0,0,0,0,0,0
2024,002,Mark Lindsay,51,764,384,215,36,11,13,28,13,6,10,0,30,12,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2024,002,Matt Boland,25,316,160,88,21,8,2,11,9,2,2,0,7,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Matt Kallio,29,354,199,68,16,6,7,24,6,11,1,0,11,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Matt Myers,36,516,246,150,39,6,5,31,4,7,6,0,5,6,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2024,002,Michael Smith,43,688,295,219,38,17,13,49,4,10,7,0,26,5,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,002,Mitchell Ervin,51,855,396,239,64,20,15,44,15,12,13,0,10,8,0,4,5,0,0,2,0,1,0,1,0,2,0,0,0,0,0
2024,002,Mousa Dagher,38,487,240,136,40,3,7,32,9,2,8,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Natalie Sago,51,568,291,137,22,11,17,37,13,15,6,0,5,5,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
2024,002,Nate Green,32,432,211,130,26,4,11,25,4,8,3,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Nick Buchert,48,771,340,241,40,17,7,47,15,12,15,0,11,12,0,4,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0
2024,002,Pat Fraher,52,743,370,191,41,19,19,40,15,9,5,0,15,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,002,Pat O'Connell,7,93,54,15,5,3,2,7,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,002,Phenizee Ransom,44,584,285,194,25,11,8,33,11,7,2,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024,002,Ray Acosta,51,648,327,152,33,18,21,48,11,12,7,0,7,5,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Robert Hussey,28,381,217,97,19,6,5,17,6,1,4,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Rodney Mott,30,505,206,143,49,10,9,36,7,9,9,0,8,9,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,002,Scott Foster,49,851,364,241,69,13,15,65,19,15,20,0,9,7,0,4,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0
2024,002,Scott Twardoski,49,649,309,189,28,9,8,43,10,7,9,0,20,9,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2024,002,Scott Wall,29,453,226,130,22,14,3,18,15,3,9,0,2,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0
2024,002,Sean Corbin,45,579,274,176,12,13,18,32,18,12,9,0,6,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2024,002,Sean Wright,50,770,371,240,54,12,27,26,7,9,5,0,4,4,0,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,002,Sha'Rae Mitchell,28,320,157,99,17,4,10,17,6,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Suyash Mehta,30,421,222,103,20,9,12,23,5,12,1,0,4,3,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1
2024,002,Tom Washington,44,498,241,167,21,12,9,21,7,3,6,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,Tony Brothers,47,718,317,219,26,7,21,41,15,21,8,0,20,13,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,002,Tre Maddox,23,314,145,89,17,2,13,25,5,5,4,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,002,Tyler Ford,51,779,342,209,61,15,9,69,20,7,14,0,16,6,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0
2024,002,Tyler Mirkovich,7,90,44,21,9,2,3,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2024,002,Tyler Ricks,8,137,66,39,7,2,3,12,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024,002,Zach Zarba,51,757,338,236,60,11,15,31,26,8,16,0,4,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,002,NA,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
